,surgid,surgyear,total cardiac surgery
12653,441872,2013,273.00
13066,452948,2016,273.00
13527,464560,2017,273.00
13908,475258,2018,273.00
15657,520729,2017,273.00
19492,628003,2012,273.00
21285,677591,2015,273.00
22327,710040,2017,273.00
27636,845082,2016,273.00
29873,902046,2013,273.00
30606,921517,2016,273.00
30608,921517,2018,273.00
31277,934943,2017,273.00
31952,949931,2012,273.00
5063,232128,2013,272.00
11110,397601,2010,272.00
12710,443726,2010,272.00
13900,475258,2010,272.00
19496,628003,2016,272.00
20101,642663,2011,272.00
22244,706380,2014,272.00
22931,727829,2011,272.00
25638,798451,2018,272.00
26171,812443,2011,272.00
30689,922212,2019,272.00
31089,930855,2019,272.00
32372,959528,2012,272.00
33595,997636,2015,272.00
730,123508,2010,271.00
2582,166635,2012,271.00
2660,169516,2010,271.00
5666,247376,2016,271.00
6611,271286,2011,271.00
8249,313521,2019,271.00
8277,314417,2017,271.00
9894,363261,2014,271.00
12090,423846,2010,271.00
22245,706380,2015,271.00
24116,761543,2016,271.00
28607,870387,2017,271.00
29875,902046,2015,271.00
33097,986174,2017,271.00
1329,138447,2019,270.00
4056,205732,2016,270.00
5667,247376,2017,270.00
6147,258847,2017,270.00
11156,398864,2016,270.00
14161,481901,2011,270.00
14520,491605,2010,270.00
15130,509439,2010,270.00
15507,517271,2017,270.00
18150,591956,2010,270.00
20843,665800,2013,270.00
21436,683287,2016,270.00
21540,686727,2010,270.00
26179,812443,2019,270.00
26582,821546,2012,270.00
30609,921517,2019,270.00
32255,957518,2015,270.00
32566,964834,2016,270.00
74,101732,2014,269.00
1323,138447,2013,269.00
5066,232128,2016,269.00
10171,370440,2011,269.00
11537,409625,2017,269.00
12101,424192,2011,269.00
12327,430848,2017,269.00
15916,526994,2016,269.00
25637,798451,2017,269.00
26855,825697,2015,269.00
28600,870387,2010,269.00
29716,897323,2016,269.00
29935,902958,2015,269.00
30196,910936,2016,269.00
30601,921517,2011,269.00
31177,932953,2017,269.00
31767,945942,2017,269.00
732,123508,2012,268.00
1005,129527,2015,268.00
2730,171047,2010,268.00
2809,173037,2019,268.00
4735,222013,2015,268.00
4993,230626,2013,268.00
6236,260824,2016,268.00
6615,271286,2015,268.00
7107,285859,2017,268.00
7249,289626,2019,268.00
11511,409039,2011,268.00
14271,484346,2011,268.00
15120,509346,2010,268.00
27175,833179,2015,268.00
1370,140478,2010,267.00
1422,142167,2012,267.00
3061,179236,2011,267.00
10267,372801,2017,267.00
10754,387741,2014,267.00
13965,477116,2015,267.00
21053,671896,2013,267.00
22223,706328,2013,267.00
22325,710040,2015,267.00
23449,743452,2019,267.00
24142,762270,2012,267.00
24504,771087,2014,267.00
26195,812472,2015,267.00
27827,849821,2017,267.00
29508,889794,2018,267.00
31278,934943,2018,267.00
762,124716,2012,266.00
1325,138447,2015,266.00
7960,306287,2010,266.00
10503,380729,2013,266.00
11158,398864,2018,266.00
11920,419111,2010,266.00
15316,512644,2016,266.00
15476,515841,2016,266.00
16590,548656,2010,266.00
17820,583717,2010,266.00
18590,604530,2010,266.00
19487,627684,2017,266.00
27639,845082,2019,266.00
31815,946809,2015,266.00
7963,306287,2013,265.00
12103,424192,2013,265.00
14848,501022,2018,265.00
14948,503351,2018,265.00
14986,505095,2016,265.00
15915,526994,2015,265.00
19700,631970,2010,265.00
20440,655378,2010,265.00
23924,757198,2014,265.00
26410,817051,2010,265.00
26587,821546,2017,265.00
31087,930855,2017,265.00
32056,954033,2016,265.00
2011,154590,2011,264.00
3097,179880,2017,264.00
4140,207928,2010,264.00
4310,211145,2010,264.00
4739,222013,2019,264.00
7836,302318,2016,264.00
8351,317737,2011,264.00
9243,343676,2013,264.00
11155,398864,2015,264.00
12480,435940,2010,264.00
13490,463913,2010,264.00
15207,510318,2017,264.00
15509,517271,2019,264.00
16639,550288,2019,264.00
18591,604530,2011,264.00
22605,720252,2015,264.00
24505,771087,2015,264.00
24939,780313,2019,264.00
28603,870387,2013,264.00
28954,877959,2014,264.00
29483,889287,2013,264.00
29506,889794,2016,264.00
31769,945942,2019,264.00
6,100311,2016,263.00
73,101732,2013,263.00
2828,173604,2018,263.00
3199,182353,2019,263.00
6581,270937,2011,263.00
8272,314417,2012,263.00
9019,337870,2019,263.00
10536,382436,2016,263.00
11152,398864,2012,263.00
13257,457188,2017,263.00
22350,711461,2010,263.00
22351,711461,2011,263.00
22604,720252,2014,263.00
23582,746032,2012,263.00
26050,808892,2010,263.00
29798,900130,2018,263.00
32503,963826,2013,263.00
32839,977404,2019,263.00
2515,163842,2015,262.00
2820,173604,2010,262.00
2822,173604,2012,262.00
3926,201503,2016,262.00
3962,203328,2012,262.00
8278,314417,2018,262.00
11942,419258,2012,262.00
16617,549619,2017,262.00
20105,642663,2015,262.00
20443,655378,2013,262.00
22243,706380,2013,262.00
24725,776045,2015,262.00
27176,833179,2016,262.00
27915,851599,2015,262.00
30677,921962,2017,262.00
523,116687,2013,261.00
3317,185916,2017,261.00
8352,317737,2012,261.00
10505,380729,2015,261.00
15614,519607,2014,261.00
16110,531755,2010,261.00
17233,567347,2013,261.00
18387,598640,2017,261.00
18675,608669,2015,261.00
22968,728334,2018,261.00
24145,762270,2015,261.00
26856,825697,2016,261.00
30473,919726,2013,261.00
536,117647,2016,260.00
1688,146859,2018,260.00
4998,230626,2018,260.00
4999,230626,2019,260.00
11536,409625,2016,260.00
11998,420728,2018,260.00
13608,467085,2018,260.00
19796,634443,2016,260.00
20083,642218,2013,260.00
21027,671120,2017,260.00
22246,706380,2016,260.00
22969,728334,2019,260.00
26699,822729,2019,260.00
27174,833179,2014,260.00
29271,885247,2011,260.00
30197,910936,2017,260.00
33102,986831,2012,260.00
70,101732,2010,259.00
1427,142167,2017,259.00
2193,158378,2013,259.00
3060,179236,2010,259.00
4133,207845,2013,259.00
5228,235833,2018,259.00
7248,289626,2018,259.00
7835,302318,2015,259.00
10176,370440,2016,259.00
10506,380729,2016,259.00
21757,692907,2017,259.00
22708,723357,2018,259.00
23925,757198,2015,259.00
26581,821546,2011,259.00
27178,833179,2018,259.00
27740,847555,2010,259.00
29482,889287,2012,259.00
31014,928619,2014,259.00
32496,962976,2016,259.00
33247,990186,2017,259.00
1000,129527,2010,258.00
1322,138447,2012,258.00
9520,353316,2010,258.00
10180,370595,2010,258.00
15913,526994,2013,258.00
16618,549619,2018,258.00
17344,569645,2014,258.00
18151,591956,2011,258.00
18459,600871,2019,258.00
21545,686727,2015,258.00
21771,693452,2011,258.00
27177,833179,2017,258.00
27554,843259,2014,258.00
32079,954480,2019,258.00
529,116687,2019,257.00
1857,150666,2017,257.00
6149,258847,2019,257.00
9013,337870,2013,257.00
9017,337870,2017,257.00
10387,377403,2017,257.00
10489,379747,2019,257.00
13629,467376,2019,257.00
14878,501372,2018,257.00
14984,505095,2014,257.00
15463,515630,2013,257.00
16614,549619,2014,257.00
18139,590647,2019,257.00
20087,642218,2017,257.00
20103,642663,2013,257.00
20104,642663,2014,257.00
23114,732658,2014,257.00
25635,798451,2015,257.00
27170,833179,2010,257.00
27403,840206,2013,257.00
29272,885247,2012,257.00
29937,902958,2017,257.00
30443,919344,2013,257.00
31013,928619,2013,257.00
31189,933022,2019,257.00
31209,933671,2019,257.00
31950,949931,2010,257.00
32957,981504,2017,257.00
1326,138447,2016,256.00
1858,150666,2018,256.00
2691,169870,2011,256.00
3629,194309,2019,256.00
3798,198556,2018,256.00
4836,224646,2016,256.00
9018,337870,2018,256.00
14112,480959,2012,256.00
15314,512644,2014,256.00
15465,515630,2015,256.00
15656,520729,2016,256.00
16820,555496,2010,256.00
16962,560883,2012,256.00
17517,575409,2017,256.00
21541,686727,2011,256.00
24185,762977,2015,256.00
25597,797943,2017,256.00
26178,812443,2018,256.00
28602,870387,2012,256.00
29465,889003,2015,256.00
30600,921517,2010,256.00
31175,932953,2015,256.00
32057,954033,2017,256.00
33564,997302,2014,256.00
33623,998583,2013,256.00
1287,137687,2017,255.00
2237,159364,2017,255.00
9016,337870,2016,255.00
9721,358589,2011,255.00
10502,380729,2012,255.00
10508,380729,2018,255.00
12515,437343,2015,255.00
14987,505095,2017,255.00
20731,662709,2011,255.00
21424,683075,2014,255.00
22965,728334,2015,255.00
23322,738680,2012,255.00
24509,771087,2019,255.00
26627,821980,2017,255.00
27550,843259,2010,255.00
27686,845830,2016,255.00
30066,906131,2016,255.00
31325,935737,2015,255.00
32565,964834,2015,255.00
520,116687,2010,254.00
899,127666,2019,254.00
1687,146859,2017,254.00
2197,158378,2017,254.00
2827,173604,2017,254.00
3351,186940,2011,254.00
4167,208209,2017,254.00
10550,383014,2010,254.00
11248,402222,2018,254.00
13253,457188,2013,254.00
13901,475258,2011,254.00
15506,517271,2016,254.00
16208,534663,2018,254.00
20088,642218,2018,254.00
20733,662709,2013,254.00
20734,662709,2014,254.00
21533,686314,2013,254.00
22067,700997,2017,254.00
24502,771087,2012,254.00
29274,885247,2014,254.00
30875,925408,2015,254.00
31174,932953,2014,254.00
31322,935737,2012,254.00
33098,986174,2018,254.00
33372,993644,2012,254.00
1428,142167,2018,253.00
1953,152739,2013,253.00
3144,181512,2014,253.00
3921,201503,2011,253.00
3960,203328,2010,253.00
4832,224646,2012,253.00
5303,237064,2013,253.00
8270,314417,2010,253.00
8279,314417,2019,253.00
10504,380729,2014,253.00
12104,424192,2014,253.00
12750,445095,2010,253.00
13491,463913,2011,253.00
14414,488318,2014,253.00
16612,549619,2012,253.00
17163,566065,2013,253.00
23632,746898,2012,253.00
25634,798451,2014,253.00
26190,812472,2010,253.00
28928,877638,2018,253.00
28957,877959,2017,253.00
29871,902046,2011,253.00
30063,906131,2013,253.00
31691,944522,2011,253.00
31768,945942,2018,253.00
31870,947487,2010,253.00
33036,984629,2016,253.00
33567,997302,2017,253.00
2823,173604,2013,252.00
4040,205374,2010,252.00
4057,205732,2017,252.00
4136,207845,2016,252.00
5226,235833,2016,252.00
5997,255372,2017,252.00
7665,298539,2015,252.00
9722,358589,2012,252.00
9919,363514,2019,252.00
11538,409625,2018,252.00
13494,463913,2014,252.00
15058,507773,2018,252.00
15610,519607,2010,252.00
18511,602607,2011,252.00
21026,671120,2016,252.00
21696,691029,2016,252.00
22354,711461,2014,252.00
23537,745102,2017,252.00
23619,746145,2019,252.00
23640,746939,2010,252.00
24039,759745,2019,252.00
25226,786903,2016,252.00
26377,816395,2017,252.00
30674,921962,2014,252.00
30687,922212,2017,252.00
32959,981504,2019,252.00
984,129342,2014,251.00
1006,129527,2016,251.00
2426,162918,2016,251.00
2732,171047,2012,251.00
4626,220141,2016,251.00
4838,224646,2018,251.00
5827,252841,2017,251.00
6616,271286,2016,251.00
8271,314417,2011,251.00
8354,317737,2014,251.00
9244,343676,2014,251.00
10487,379747,2017,251.00
12483,435940,2013,251.00
13497,463913,2017,251.00
13528,464560,2018,251.00
22256,706907,2016,251.00
22964,728334,2014,251.00
23617,746145,2017,251.00
24014,759549,2014,251.00
25309,789052,2019,251.00
26021,808610,2011,251.00
26172,812443,2012,251.00
26323,815498,2013,251.00
30067,906131,2017,251.00
32838,977404,2018,251.00
32998,983800,2018,251.00
71,101732,2011,250.00
1737,148155,2017,250.00
2821,173604,2011,250.00
2829,173604,2019,250.00
3357,186940,2017,250.00
3925,201503,2015,250.00
5064,232128,2014,250.00
5362,237792,2012,250.00
5998,255372,2018,250.00
6148,258847,2018,250.00
7660,298539,2010,250.00
12325,430848,2015,250.00
12516,437343,2016,250.00
14945,503351,2015,250.00
16209,534663,2019,250.00
17232,567347,2012,250.00
17290,568461,2010,250.00
17347,569645,2017,250.00
20084,642218,2014,250.00
20836,665376,2016,250.00
22705,723357,2015,250.00
27553,843259,2013,250.00
28959,877959,2019,250.00
32725,971648,2015,250.00
731,123508,2011,249.00
847,126018,2017,249.00
2425,162918,2015,249.00
2825,173604,2015,249.00
5453,240118,2013,249.00
6460,268179,2010,249.00
8783,331975,2013,249.00
8784,331975,2014,249.00
9523,353316,2013,249.00
11247,402222,2017,249.00
12712,443726,2012,249.00
14113,480959,2013,249.00
14277,484346,2017,249.00
14522,491605,2012,249.00
15462,515630,2012,249.00
21542,686727,2012,249.00
21699,691029,2019,249.00
22867,725098,2017,249.00
23267,736413,2017,249.00
23581,746032,2011,249.00
26191,812472,2011,249.00
30062,906131,2012,249.00
1320,138447,2010,248.00
1426,142167,2016,248.00
1500,143224,2010,248.00
2014,154590,2014,248.00
2819,173600,2019,248.00
4311,211145,2011,248.00
4699,220614,2019,248.00
4837,224646,2017,248.00
8247,313521,2017,248.00
9702,358143,2012,248.00
12713,443726,2013,248.00
13484,463886,2014,248.00
13526,464560,2016,248.00
14162,481901,2012,248.00
16615,549619,2015,248.00
18536,603275,2016,248.00
19093,618429,2013,248.00
21543,686727,2013,248.00
24507,771087,2017,248.00
24724,776045,2014,248.00
26623,821980,2013,248.00
27040,829061,2010,248.00
28605,870387,2015,248.00
31084,930855,2014,248.00
32748,972538,2018,248.00
33138,987570,2018,248.00
526,116687,2016,247.00
1420,142167,2010,247.00
2696,169870,2016,247.00
4000,204500,2010,247.00
10215,371877,2015,247.00
15303,512056,2013,247.00
15615,519607,2015,247.00
16430,545049,2010,247.00
17292,568461,2012,247.00
22706,723357,2016,247.00
23923,757198,2013,247.00
25278,788041,2018,247.00
26379,816395,2019,247.00
27637,845082,2017,247.00
27998,853235,2018,247.00
30065,906131,2015,247.00
33358,992952,2018,247.00
813,125557,2013,246.00
2196,158378,2016,246.00
2238,159364,2018,246.00
3093,179880,2013,246.00
5163,234290,2013,246.00
8893,333926,2013,246.00
11535,409625,2015,246.00
15138,509439,2018,246.00
16144,533120,2014,246.00
22068,700997,2018,246.00
22600,720252,2010,246.00
22733,723979,2013,246.00
25658,798905,2018,246.00
26024,808610,2014,246.00
27912,851599,2012,246.00
30416,917836,2016,246.00
31329,935737,2019,246.00
3823,198880,2013,245.00
3967,203328,2017,245.00
5229,235833,2019,245.00
5724,248619,2014,245.00
7419,294474,2019,245.00
10755,387741,2015,245.00
12328,430848,2018,245.00
13495,463913,2015,245.00
15315,512644,2015,245.00
15475,515841,2015,245.00
15514,517313,2014,245.00
19096,618429,2016,245.00
19489,627684,2019,245.00
25225,786903,2015,245.00
26137,811411,2017,245.00
26585,821546,2015,245.00
27876,850712,2016,245.00
29752,898445,2012,245.00
29797,900130,2017,245.00
1321,138447,2011,244.00
2191,158378,2011,244.00
2692,169870,2012,244.00
3824,198880,2014,244.00
7240,289626,2010,244.00
8353,317737,2013,244.00
10826,389665,2016,244.00
11779,414784,2019,244.00
11884,418006,2014,244.00
12711,443726,2011,244.00
14160,481901,2010,244.00
14521,491605,2011,244.00
15508,517271,2018,244.00
15612,519607,2012,244.00
16619,549619,2019,244.00
18194,592569,2014,244.00
21698,691029,2018,244.00
21772,693452,2012,244.00
22275,707133,2015,244.00
23516,745001,2016,244.00
23642,746939,2012,244.00
24726,776045,2016,244.00
28608,870387,2018,244.00
29760,898605,2010,244.00
30154,910113,2014,244.00
32552,964517,2012,244.00
32726,971648,2016,244.00
32955,981504,2015,244.00
33356,992952,2016,244.00
33561,997302,2011,244.00
33566,997302,2016,244.00
1037,130134,2017,243.00
1685,146859,2015,243.00
1854,150666,2014,243.00
6237,260824,2017,243.00
7455,294946,2015,243.00
8356,317737,2016,243.00
9567,354471,2017,243.00
9679,357631,2019,243.00
9918,363514,2018,243.00
11683,413525,2013,243.00
11719,413939,2019,243.00
12651,441872,2011,243.00
14163,481901,2013,243.00
14845,501022,2015,243.00
16613,549619,2013,243.00
18153,591956,2013,243.00
20839,665376,2019,243.00
24005,759218,2015,243.00
24506,771087,2016,243.00
26754,823406,2014,243.00
26857,825697,2017,243.00
28494,867219,2014,243.00
29753,898445,2013,243.00
33096,986174,2016,243.00
33139,987570,2019,243.00
33375,993644,2015,243.00
33622,998583,2012,243.00
224,106307,2014,242.00
553,118684,2013,242.00
1039,130134,2019,242.00
2661,169516,2011,242.00
2808,173037,2018,242.00
2824,173604,2014,242.00
3096,179880,2016,242.00
4282,210424,2012,242.00
5996,255372,2016,242.00
9015,337870,2015,242.00
9262,345578,2012,242.00
12481,435940,2011,242.00
12517,437343,2017,242.00
13628,467376,2018,242.00
14872,501372,2012,242.00
15611,519607,2011,242.00
16116,531755,2016,242.00
16633,550288,2013,242.00
18154,591956,2014,242.00
19357,625148,2017,242.00
21056,671896,2016,242.00
22610,721291,2010,242.00
22702,723357,2012,242.00
22868,725098,2018,242.00
22934,727829,2014,242.00
24015,759549,2015,242.00
24503,771087,2013,242.00
28952,877959,2012,242.00
29461,889003,2011,242.00
29996,903947,2016,242.00
32502,963826,2012,242.00
32723,971648,2013,242.00
33137,987570,2017,242.00
366,109864,2016,241.00
1501,143224,2011,241.00
2584,166635,2014,241.00
2671,169827,2011,241.00
3927,201503,2017,241.00
6871,278509,2011,241.00
8834,332715,2014,241.00
8975,336521,2015,241.00
9529,353316,2019,241.00
10219,371877,2019,241.00
10530,382436,2010,241.00
11539,409625,2019,241.00
12123,424918,2013,241.00
14415,488318,2015,241.00
14830,500272,2010,241.00
14837,500272,2017,241.00
14844,501022,2014,241.00
16112,531755,2012,241.00
16631,550288,2011,241.00
18155,591956,2015,241.00
19056,617558,2016,241.00
19723,632872,2013,241.00
25228,786903,2018,241.00
25633,798451,2013,241.00
26378,816395,2018,241.00
28606,870387,2016,241.00
28746,874102,2016,241.00
29564,891199,2014,241.00
30068,906131,2018,241.00
30069,906131,2019,241.00
32739,971731,2019,241.00
33624,998583,2014,241.00
2649,169028,2019,240.00
2699,169870,2019,240.00
3822,198880,2012,240.00
3929,201503,2019,240.00
4002,204500,2012,240.00
4442,212996,2012,240.00
4446,212996,2016,240.00
5662,247376,2012,240.00
5992,255372,2012,240.00
5993,255372,2013,240.00
6239,260824,2019,240.00
7833,302318,2013,240.00
10488,379747,2018,240.00
12660,442041,2010,240.00
13252,457188,2012,240.00
13549,465379,2019,240.00
14226,482730,2016,240.00
17086,564386,2016,240.00
19491,628003,2011,240.00
23770,751147,2010,240.00
24117,761543,2017,240.00
25050,783881,2010,240.00
25306,789052,2016,240.00
25940,805926,2010,240.00
32017,952160,2017,240.00
33034,984629,2014,240.00
33119,987228,2019,240.00
33267,990390,2017,240.00
898,127666,2018,239.00
1284,137687,2014,239.00
2816,173600,2016,239.00
3316,185916,2016,239.00
3533,193650,2013,239.00
3968,203328,2018,239.00
5713,248613,2013,239.00
11882,418006,2012,239.00
11897,418237,2017,239.00
12652,441872,2012,239.00
13879,473935,2019,239.00
15369,513240,2019,239.00
17033,563662,2013,239.00
17202,566963,2012,239.00
22703,723357,2013,239.00
22709,723357,2019,239.00
26376,816395,2016,239.00
29449,888741,2019,239.00
29566,891199,2016,239.00
30602,921517,2012,239.00
30607,921517,2017,239.00
30739,923677,2019,239.00
31327,935737,2017,239.00
32551,964517,2011,239.00
32660,969236,2010,239.00
32893,979484,2013,239.00
33136,987570,2016,239.00
33418,994281,2018,239.00
535,117647,2015,238.00
1856,150666,2016,238.00
1859,150666,2019,238.00
2569,165442,2019,238.00
6879,278509,2019,238.00
7310,290756,2010,238.00
7650,297987,2010,238.00
8359,317737,2019,238.00
9268,345578,2018,238.00
12102,424192,2012,238.00
13523,464560,2013,238.00
13605,467085,2015,238.00
13904,475258,2014,238.00
14985,505095,2015,238.00
18136,590647,2016,238.00
18388,598640,2018,238.00
